date,tweet_processed,score,sentiment
10/8/2019,mohan bhagwat also said that rssorg emphasis on swadeshi meant self reliance but not economic isolation flameoftruth cnbctv news today women in india are breaking the glass ceiling in more and more areas of human endeavour indeed women all over the world are doing so reliance foundation chairperson nita ambani at sports business summit in london news alert i represent the dreams hope and aspirations of a billion indians india is the youngest country in the world a resurgent nation of billion people of which million are under nita ambani reliance foundation chairperson at sports business summit ,0.9199,1
10/9/2019, reliancejio is giving additional data with iuc top up vouchers so that there is no effective tariff increase till december writes nitinagrawal reliancejio reliance mcopinion if a regulator keeps vacillating on policy it puts money already sunk in projects in danger and doesn t bode well for future investments writes sounakmitra reliancejio reliance mcopinion trai is having a change of heart in putting an end to iuc despite promising the same for years and several times over so writes pankajontech reliancejio reliance as nippon life takes control of relnipponlife here are the answers to faqs on top of investors minds writes nikhilmw mutualfund reliance flameoftruth cnbctv news the founder and chairperson of reliance foundation nita ambani addressed the sports business summit in london here s the full transcript nitaambani ril foundation leadersweek flameoftruth ,0.5635,1
10/18/2019, therohitbansal flameoftruth reliancejio rilresults reliance retail q revenue up at rs cr vs rs cr ebit up at rs cr vs rs cr ebit margin at vs added stores in q earningswithmc full details earningswithmc reliance industries releases q results revenue down at rs lakh crore vs rs crore net profit up at rs crore vs rs crore ebitda at rs crore ebitda margin at rilresults breaking reliance jio releases h results h fy net profit at rs crore flameoftruth marketswithmc as relianceindustries crosses market cap of rs lakh crore shares touch a week high of rs ahead of their september quarter numbers to be announced later today reliance stockmarket stocks breaking reliance industries ltd hits market cap of rs lakh crore becomes the most valued indian company in terms of market cap reliance relianceindustries flameoftruth ,0.992,1
10/22/2019, earningswithmc do you know why most brokerages have shown faith in reliance industries nishantopines decodes earningswithmc do you why most brokerages have shown faith in reliance industries what is the reason behind it nishantopines decodes ,0.6808,1
10/24/2019, dot india officeofrsp as per govt s telecom department owes rs crore as licence fee a percentage of agr to the government vodafone idea owes rs crore while reliance communications owes rs crore ,0,1
10/25/2019, relianceindustries approves the formation of a wholly owned subsidiary for its digital initiatives with an investment of rs lakh crore here s all you need to know reliancejio reliance mukeshambani ,0.4019,1
10/29/2019, marketswithmc market live nifty above sensex up pts reliance top contributors for more stockmarket updates ,0.5423,1
10/30/2019,full text of reliancejio s letter to cellular operators association of india saying they ignored reliance jio s views and suggestions in the letter addressed to the government on the troubles faced by telecom sector jiocare trai ,-0.6486,-1
11/7/2019,troubling times ahead for reliance insurance rhiconnect reliancegenin insurance ,-0.5423,-1
11/8/2019,reliance health asked to stop selling new policies from nov what s the new directive by irdai what it means for rhiconnect policyholders maamitalks explains insurance reliancehealth the irdai has asked reliance health insurance to stop selling new policies shraddhasharma talks to maamitalks to understand the order and its impact on the existing policyholders rhiconnect reliancegenin insurance ,-0.5267,-1
11/13/2019, nitaambanionmetboard reliance foundation has supported a series of exhibitions at the met and art institute of chicago chairperson nitaambani has now been elected to the board of the prestigious metropolitan museum of art metmuseum ril foundation ,0.3182,1
11/14/2019, earningswithmc reliance infrastructure today reported rise in its consolidated net profit to rs crore for q here s all you need to know rahulgandhi lied in parliament that france president emmanuel macron told him that rafaledeal can be disclosed rahulgandhi not only used reliance and dassault in his lies but also the current and former presidents of france ravi shankar prasad bjp on rafaleverdict rahulgandhi created furore saying that pm modi gave rafaledeal to reliance then dassault said that decision is taken by them amp not indian govt his next lie was former french president francois hollande has called pm a thief which hollande denied rsprasad on rafaleverdict,0.5187,1
11/16/2019,anil dhirubhai ambani chairman of the reliance communications has tendered his resignation as director of the company speaking at telecom regulatory authority of india s open house on iuc issue reliance jio director mahendra nahata nahata said had expanded g network and vodafone idea too is talking about expanding their g network ,-0.1027,-1
